Company,OS,Processor,TypeName,VC,Ram,TS,Weight,HDD,SSD,IPS,Inches,PPI,Price
Dell,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.2,2048,128,0,15.6,141.0,52480.8
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,1,2.04,1024,0,0,15.6,100.0,29783.52
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,3.6,0,256,0,17.3,127.0,159786.72
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.49,512,0,1,13.3,166.0,35964.0
Apple,MacOS,Intel Core i5,Ultrabook,Intel,8,0,1.37,0,512,1,13.3,227.0,108691.2
Dell,WindowsOS,Intel Core i7,Convertible,Intel,8,1,2.08,1024,0,1,15.6,141.0,43636.32
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.3,1024,256,0,17.3,127.0,95850.72
Asus,WindowsOS,AMD Processor,Notebook,AMD,4,0,1.68,1024,0,0,15.6,100.0,24988.32
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.37,0,512,1,14.0,157.0,98514.72
Acer,WindowsOS,Intel Core i3,Notebook,Nvidia,4,0,3.0,0,256,1,17.3,127.0,37402.56
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.41,0,256,0,13.3,166.0,50562.72
HP,WindowsOS,AMD Processor,Notebook,AMD,8,0,1.91,0,128,0,15.6,100.0,23757.552
HP,WindowsOS,Intel Core i7,Notebook,Nvidia,16,0,2.9,1024,0,1,17.3,127.0,56423.52
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.14,1024,512,0,17.3,127.0,133146.72
Lenovo,WindowsOS,Intel Core i7,Convertible,Nvidia,8,1,2.0,0,512,1,15.6,141.0,90522.72
Dell,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.8,1024,128,0,17.3,127.0,60845.76
Lenovo,OtherOS,Intel Core i3,Notebook,Intel,4,0,2.2,0,256,0,15.6,141.0,23656.32
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.1,512,0,1,15.6,141.0,38468.16
Dell,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.18,1024,0,0,15.6,141.0,35004.96
Dell,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.24,1024,0,0,15.6,141.0,30103.2
Dell,WindowsOS,Intel Core i5,Convertible,Intel,8,1,2.67,0,256,0,15.6,141.0,42570.72
Asus,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.1,0,512,0,13.3,166.0,79866.72
Lenovo,OtherOS,Intel Core i5,Notebook,Intel,4,0,2.2,1024,0,0,15.6,141.0,24881.76
HP,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.5,1024,0,0,17.3,127.0,54239.04
Lenovo,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.05,0,256,0,15.6,141.0,46886.4
Apple,MacOS,Intel Core i5,Ultrabook,Intel,8,0,1.37,0,512,1,13.3,227.0,104370.192
Asus,WindowsOS,AMD Processor,Gaming,AMD,16,0,3.2,1024,256,0,17.3,127.0,82530.72
Dell,LinuxOS,Intel Core i7,Notebook,AMD,8,0,2.14,0,256,0,15.6,141.0,39164.5296
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.36,0,512,0,14.0,210.0,133146.72
Toshiba,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.2,512,0,0,15.6,100.0,43263.36
Dell,WindowsOS,Intel Core i7,Notebook,Intel,12,0,2.3,1024,0,0,15.6,100.0,37992.3696
Dell,LinuxOS,Intel Core i7,Notebook,AMD,8,0,2.8,1024,128,0,17.3,127.0,58554.72
Acer,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.2,1024,0,1,15.6,141.0,39693.6
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.8,1024,0,0,17.3,106.0,26053.92
Lenovo,OtherOS,Intel Core i7,Notebook,Nvidia,8,0,2.8,2048,0,0,17.3,127.0,45234.72
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,6,0,2.8,1024,128,0,17.3,106.0,45767.52
Dell,LinuxOS,Intel Core i3,Notebook,AMD,4,0,2.25,1024,0,0,15.6,141.0,22803.84
Lenovo,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.5,0,256,1,15.6,141.0,44169.12
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,6,0,2.2,0,256,0,15.6,141.0,30849.12
Acer,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,3.0,0,256,1,15.6,141.0,50669.28
Acer,WindowsOS,Intel Core i7,Notebook,Intel,12,1,2.15,1024,0,1,15.6,141.0,35111.52
Lenovo,WindowsOS,Intel Core i7,Notebook,Intel,8,0,1.95,0,256,1,15.6,141.0,58448.16
Asus,WindowsOS,Intel Core i5,Ultrabook,Nvidia,8,0,1.7,0,256,0,15.6,141.0,52054.56
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.5,1024,256,1,15.6,141.0,62817.12
Lenovo,OtherOS,Intel Core i7,Notebook,Nvidia,8,0,2.2,1024,0,0,15.6,141.0,35112.0528
Acer,OtherOS,Other Intel Processor,Notebook,Intel,2,0,2.19,0,16,0,15.6,100.0,10602.72
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,3.0,1024,0,0,17.3,127.0,63243.36
HP,WindowsOS,Intel Core i3,Notebook,Intel,8,0,2.54,1024,0,0,17.3,106.0,26053.92
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.0,0,256,0,15.6,141.0,97449.12
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.05,0,256,0,15.6,141.0,39373.92
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,3.2,1024,0,1,15.6,141.0,69210.72
Acer,LinuxOS,Intel Core i7,Notebook,Nvidia,8,0,2.5,0,256,0,15.6,141.0,52161.12
Dell,WindowsOS,Intel Core i7,Workstation,Nvidia,16,0,3.42,0,256,0,17.3,127.0,153705.3408
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,6,0,2.4,1024,0,0,15.6,141.0,26586.72
Asus,WindowsOS,Intel Core i7,Ultrabook,Nvidia,16,0,1.63,0,512,0,15.6,141.0,78215.04
Asus,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.3,0,128,0,14.0,112.0,27119.52
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.9,1024,256,0,17.3,127.0,113060.16
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,6,0,2.8,1024,0,0,17.3,106.0,34578.72
Lenovo,OtherOS,Intel Core i5,Notebook,Nvidia,8,0,2.2,2048,0,0,15.6,100.0,29250.72
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.5,1024,128,0,15.6,141.0,67399.2
Lenovo,OtherOS,Other Intel Processor,Notebook,Intel,4,0,2.2,1024,0,0,15.6,100.0,19180.2672
HP,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.28,0,256,0,13.3,166.0,105228.0
Toshiba,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.2,0,256,1,15.6,141.0,55571.04
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.3,1024,128,0,15.6,141.0,43636.32
HP,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.86,1024,0,0,15.6,141.0,24988.32
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.1,0,256,1,13.3,166.0,53226.72
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,16,1,1.21,0,1024,1,13.3,331.0,133146.72
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.8,1024,256,1,15.6,141.0,111834.72
Acer,WindowsOS,AMD Processor,Notebook,AMD,8,0,2.23,0,256,0,15.6,141.0,24988.32
Asus,WindowsOS,Other Intel Processor,Convertible,Intel,2,1,1.1,0,0,0,11.6,135.0,14652.0
Dell,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.33,1024,128,0,15.6,141.0,44968.32
HP,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.29,0,1024,1,13.3,331.0,130482.72
Lenovo,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.45,0,0,0,13.3,118.0,24503.472
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.95,0,256,0,14.0,157.0,52214.4
Acer,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.4,0,0,0,11.6,135.0,25840.8
HP,WindowsOS,Intel Core i7,Notebook,Intel,8,0,1.48,0,256,0,14.0,157.0,68837.76
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,4,0,2.79,1024,0,0,17.3,106.0,31381.92
Asus,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.0,0,256,0,14.0,157.0,58288.32
HP,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.1,1024,0,1,15.6,100.0,48058.56
Acer,WindowsOS,AMD Processor,Notebook,AMD,8,0,2.2,0,256,0,15.6,100.0,35111.52
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.44,0,0,0,14.0,112.0,15557.76
Acer,WindowsOS,Intel Core i5,Notebook,Intel,6,0,2.23,1024,0,0,15.6,100.0,29250.72
Asus,WindowsOS,Intel Core i7,Ultrabook,Nvidia,8,0,1.7,0,256,0,15.6,141.0,55938.672
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.26,0,256,0,13.3,166.0,71128.8
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,32,1,2.06,0,1024,0,15.6,282.0,140605.91999999998
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.7,1024,256,0,17.3,127.0,63882.72
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.0,0,256,1,15.6,141.0,50243.04
Asus,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.0,1024,256,0,14.0,157.0,71075.52
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.85,1024,0,0,15.6,141.0,23922.72
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.5,0,256,0,15.6,141.0,53226.72
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.48,0,256,0,14.0,157.0,67559.04
Dell,WindowsOS,Intel Core i5,Ultrabook,Nvidia,8,0,1.9,1024,128,1,15.6,141.0,55890.72
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.84,0,256,0,15.6,141.0,60952.32
Asus,LinuxOS,Other Intel Processor,Notebook,Intel,4,0,2.0,1024,0,0,15.6,100.0,14651.4672
Dell,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.0,0,256,0,15.6,141.0,60885.72
Dell,LinuxOS,Other Intel Processor,Notebook,Intel,4,0,2.2,512,0,0,15.6,100.0,14646.672
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,12,0,2.2,2048,0,0,15.6,141.0,47898.72
HP,WindowsOS,Intel Core i3,Notebook,Nvidia,8,0,2.1,1024,0,1,15.6,141.0,38148.48
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.4,0,512,1,14.0,315.0,111834.72
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.2,0,256,0,13.3,166.0,84129.12
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.4,2048,256,1,15.6,141.0,60153.12
HP,WindowsOS,Other Intel Processor,Notebook,Intel,2,0,1.44,0,0,0,14.0,112.0,14865.12
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.88,0,512,0,15.6,141.0,85672.1088
Asus,WindowsOS,Other Intel Processor,Convertible,Intel,4,1,1.5,0,0,0,11.6,135.0,19980.0
Dell,WindowsOS,Intel Core i5,Ultrabook,AMD,8,0,1.9,1024,0,0,15.6,141.0,35324.64
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,16,1,2.06,0,512,0,15.6,282.0,108020.9376
HP,WindowsOS,Intel Core i7,Notebook,Intel,8,0,1.84,0,256,0,15.6,141.0,69477.12
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.7,1024,128,0,17.3,127.0,75071.52
HP,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,2.6,0,256,0,15.6,141.0,92615.0256
Toshiba,WindowsOS,Intel Core i7,Notebook,Nvidia,16,0,2.4,0,512,1,15.6,141.0,74751.84
Dell,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.02,2048,128,0,15.6,141.0,51729.55199999999
Lenovo,OtherOS,Other Intel Processor,Notebook,Intel,4,0,2.2,1024,0,0,15.6,100.0,17155.627200000003
Dell,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.65,1024,0,0,15.6,141.0,53226.72
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,1,2.36,2048,0,0,15.6,100.0,29696.6736
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.36,0,256,0,14.0,157.0,76030.56
HP,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.86,512,0,0,15.6,100.0,23389.92
Asus,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.0,0,256,0,14.0,157.0,50349.6
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,6,0,2.8,1024,128,0,17.3,106.0,38308.32
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.86,1024,0,0,15.6,141.0,34045.92
Lenovo,OtherOS,Intel Core i3,Notebook,Nvidia,8,0,2.2,0,256,0,15.6,100.0,26586.72
HP,WindowsOS,Other Intel Processor,Notebook,Intel,8,0,2.04,2048,0,0,15.6,100.0,20725.92
Dell,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.8,1024,128,0,17.3,127.0,57808.8
Lenovo,OtherOS,Intel Core i5,Gaming,Nvidia,8,0,2.4,1024,128,1,15.6,141.0,43103.52
Dell,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.33,0,256,0,15.6,141.0,47898.72
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.36,0,256,1,14.0,157.0,93240.0
Asus,WindowsOS,Intel Core i7,Convertible,Nvidia,12,1,2.26,2048,512,0,15.6,141.0,58554.72
Acer,WindowsOS,AMD Processor,Notebook,AMD,4,0,2.1,0,128,0,15.6,100.0,22697.28
Asus,WindowsOS,AMD Processor,Gaming,AMD,16,0,3.25,1024,256,1,17.3,127.0,117162.72
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,4,0,2.6,0,128,0,17.3,106.0,26053.92
Dell,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.62,0,256,0,13.3,166.0,46300.85279999999
HP,WindowsOS,AMD Processor,Notebook,AMD,4,0,1.91,0,256,0,15.6,141.0,26053.3872
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.59,0,128,1,11.6,135.0,29463.84
Dell,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.8,512,0,0,15.6,100.0,16463.52
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.5,0,0,0,14.0,112.0,15238.08
Acer,LinuxOS,Intel Core i7,Notebook,Nvidia,8,0,2.4,1024,0,0,15.6,141.0,45074.88
HP,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,3.35,1024,128,1,17.3,127.0,63456.48
Lenovo,OtherOS,Intel Core i3,Notebook,Intel,4,0,1.85,0,128,0,15.6,141.0,21498.48
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.3,1024,128,1,15.6,141.0,88178.4
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,1.5,0,256,1,14.0,157.0,58554.72
Asus,WindowsOS,Intel Core i7,Ultrabook,Intel,16,1,1.1,0,512,0,13.3,166.0,93181.392
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.13,0,512,1,14.0,210.0,121584.96
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.5,0,128,1,13.3,166.0,29250.72
Dell,WindowsOS,Intel Core i5,Workstation,AMD,8,0,2.23,512,0,0,15.6,141.0,72940.31999999999
Dell,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,2.0,0,256,1,15.6,141.0,113752.8
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.42,0,512,0,14.0,210.0,133679.52
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,3.0,1024,0,0,17.3,127.0,55357.92
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,3.0,1024,256,0,17.3,127.0,84768.48
Acer,WindowsOS,Intel Core i5,Notebook,Nvidia,12,0,2.2,1024,0,1,15.6,100.0,36975.7872
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.7,0,256,0,17.3,127.0,71874.72
Dell,LinuxOS,Intel Core i7,Notebook,AMD,8,0,2.33,0,256,0,15.6,141.0,41498.1936
HP,WindowsOS,AMD Processor,Ultrabook,AMD,4,0,1.91,0,256,0,15.6,141.0,26586.72
Lenovo,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.1,0,256,1,15.6,141.0,65510.9568
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.9,0,256,1,14.0,157.0,49976.64
Dell,WindowsOS,Intel Core i7,Workstation,Nvidia,8,1,1.78,0,256,0,15.6,282.0,144495.36
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.13,0,1024,1,14.0,210.0,139860.0
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.2,1024,0,0,15.6,100.0,16303.68
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.9,1024,256,0,17.3,127.0,81465.12
Lenovo,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.1,1024,256,1,15.6,141.0,60978.96
Acer,LinuxOS,Intel Core i7,Notebook,Nvidia,8,0,2.5,0,256,0,15.6,141.0,46833.12
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.8,1024,256,0,17.3,127.0,119826.72
Asus,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.1,0,512,0,14.0,157.0,99793.44
Toshiba,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.2,0,512,0,13.3,166.0,93080.16
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.36,0,512,0,14.0,157.0,89510.4
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.2,512,0,0,15.6,141.0,21791.52
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,2,0,1.15,0,0,0,11.6,135.0,16221.096
Lenovo,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,2.67,0,512,0,15.6,141.0,102564.0
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Nvidia,8,0,1.7,0,512,1,14.0,210.0,103523.04
HP,WindowsOS,Intel Core i3,Notebook,AMD,4,0,2.1,1024,0,0,15.6,141.0,24988.32
Acer,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.6,0,256,1,13.3,166.0,42038.4528
Asus,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.27,0,256,1,13.3,166.0,49443.84
Dell,LinuxOS,Intel Core i5,Notebook,AMD,4,0,2.3,0,256,0,15.6,141.0,31909.392
Dell,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.65,0,128,0,13.3,118.0,36709.92
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.43,0,256,0,14.0,157.0,79920.0
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.14,1024,0,0,15.6,100.0,28768.536
Lenovo,WindowsOS,Intel Core i7,Ultrabook,AMD,8,0,1.75,0,256,1,14.0,157.0,64755.44640000001
Lenovo,WindowsOS,Intel Core i7,Convertible,Nvidia,16,1,2.0,0,512,1,15.6,282.0,101178.72
Chuwi,WindowsOS,Other Intel Processor,Notebook,Intel,6,0,1.4,0,0,1,13.3,247.0,23922.72
HP,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.31,0,256,0,15.6,141.0,76030.56
Asus,LinuxOS,Intel Core i3,Notebook,Nvidia,8,0,2.3,1024,0,0,15.6,141.0,31808.16
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.42,1024,256,1,17.3,170.0,149130.72
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.62,1024,128,1,15.6,141.0,61751.52
Dell,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.02,2048,256,0,15.6,141.0,60867.072
Dell,LinuxOS,Intel Core i7,Ultrabook,Intel,8,0,1.6,0,256,0,14.0,157.0,58554.72
HP,WindowsOS,Intel Core i7,Gaming,Nvidia,12,0,3.35,1024,256,0,17.3,127.0,106506.72
Mediacom,WindowsOS,Other Intel Processor,Convertible,Intel,4,1,1.16,0,32,1,11.6,190.0,15930.72
Samsung,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.15,0,0,0,11.6,135.0,14332.32
Lenovo,WindowsOS,Intel Core i7,Notebook,Intel,8,0,1.4,0,256,1,13.3,166.0,53812.8
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.7,0,128,1,14.0,157.0,31914.72
Lenovo,WindowsOS,Intel Core i7,Workstation,Nvidia,16,0,2.3,0,512,1,15.6,282.0,130269.6
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,16,0,2.5,0,512,0,15.6,141.0,130482.72
Asus,WindowsOS,AMD Processor,Gaming,AMD,8,0,3.2,1024,256,0,17.3,127.0,90309.6
HP,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.1,512,0,0,15.6,100.0,18488.16
Google,OtherOS,Intel Core i7,Ultrabook,Intel,16,1,1.1,0,512,0,13.3,217.0,117162.72
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,24,0,1.32,0,512,0,14.0,210.0,126912.96
Asus,LinuxOS,Intel Core i5,Notebook,Intel,4,0,2.0,0,256,0,15.6,141.0,29783.52
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,8,0,2.8,1024,0,0,17.3,106.0,27652.32
Dell,WindowsOS,Intel Core i5,Notebook,AMD,4,0,2.2,0,256,0,15.6,141.0,39906.72
Lenovo,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.36,0,256,1,13.3,166.0,76137.12
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.2,0,128,0,15.6,141.0,18594.72
HP,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.2,1024,128,1,15.6,141.0,58554.72
Dell,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,1.64,0,256,0,14.0,157.0,62817.12
Acer,LinuxOS,Intel Core i5,Notebook,Intel,4,0,2.4,512,0,0,15.6,100.0,23539.104
Dell,WindowsOS,Other Intel Processor,Workstation,Nvidia,8,0,2.23,1024,0,0,15.6,141.0,106187.04
MSI,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.2,0,256,0,15.6,141.0,54757.9872
Microsoft,WindowsOS,Intel Core i7,Ultrabook,Intel,16,1,1.25,0,512,0,13.3,204.0,137941.91999999998
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.91,0,128,0,15.6,100.0,31381.92
Dell,WindowsOS,Intel Core i7,Workstation,Nvidia,16,0,2.17,0,256,1,15.6,141.0,105228.0
HP,WindowsOS,Intel Core i7,Workstation,Intel,8,0,2.31,0,512,1,15.6,141.0,81731.52
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.65,0,256,0,14.0,157.0,71661.59999999999
Dell,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.36,1024,128,0,15.6,141.0,52161.12
Dell,WindowsOS,Other Intel Processor,Convertible,Intel,4,1,1.47,512,0,0,11.6,135.0,25521.12
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,4.42,1024,0,1,17.3,127.0,109010.88
Microsoft,WindowsOS,Other Intel Processor,Ultrabook,Intel,4,1,1.252,0,128,0,13.3,204.0,52693.92
Microsoft,WindowsOS,Intel Core i7,Ultrabook,Intel,8,1,1.25,0,256,0,13.3,204.0,95850.72
HP,WindowsOS,Intel Core i3,Notebook,Intel,8,0,2.5,0,256,0,17.3,106.0,34093.872
Acer,WindowsOS,Intel Core i3,Notebook,Nvidia,4,0,2.23,1024,0,0,15.6,141.0,28984.32
Acer,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.4,0,128,0,11.6,135.0,23176.8
Asus,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.37,1024,0,0,15.6,141.0,39906.72
Lenovo,OtherOS,Intel Core i7,Notebook,AMD,8,0,1.5,0,512,1,14.0,157.0,42570.72
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.67,0,256,0,15.6,141.0,111355.2
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.0,512,0,0,15.6,100.0,16197.12
Acer,WindowsOS,Intel Core i3,Notebook,Nvidia,4,0,2.2,512,0,0,15.6,100.0,24988.32
Dell,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.02,2048,0,0,15.6,141.0,40439.52
HP,WindowsOS,Intel Core i7,Gaming,Nvidia,12,0,3.78,1024,0,1,17.3,127.0,90522.72
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,12,0,1.4,0,256,1,14.0,210.0,98994.24
HP,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.29,0,512,1,13.3,331.0,106506.72
HP,WindowsOS,Intel Core i5,Notebook,AMD,8,0,1.9,512,0,0,15.6,141.0,61485.12
Google,OtherOS,Intel Core i5,Ultrabook,Intel,8,1,1.1,0,128,0,13.3,217.0,67932.0
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,1,1.42,0,256,0,13.3,166.0,98133.768
Asus,WindowsOS,Intel Core i7,Notebook,Intel,12,0,2.06,1024,128,1,15.6,282.0,69210.72
Dell,WindowsOS,Intel Core i3,Notebook,Intel,8,0,1.79,0,128,0,14.0,112.0,39427.2
Dell,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,1.78,0,256,0,15.6,141.0,128298.24
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.7,0,128,0,14.0,157.0,72673.92
Dell,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.2,1024,0,0,15.6,141.0,35964.0
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.05,0,256,1,13.3,166.0,89084.16
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.16,0,512,1,15.6,141.0,67239.36
Dell,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.18,1024,0,0,15.6,100.0,31254.048
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.49,0,128,1,13.3,166.0,38681.28
Chuwi,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.89,0,0,0,15.6,141.0,13261.392000000002
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.3,0,128,0,15.6,100.0,30103.2
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.75,0,256,1,14.0,157.0,55890.72
Dell,WindowsOS,Intel Core i7,Workstation,Nvidia,16,0,2.17,0,512,1,15.6,141.0,124568.64
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,16,0,2.06,0,512,0,15.6,141.0,101178.72
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.36,0,512,1,13.3,166.0,95797.44
